NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltsnettoeinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Urban (>100k Einw.);Land;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Saft;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Kaffee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Vegane Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Cola;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Eistee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Tee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Nichts davon;2. Wie häufig trinkst Du Saft?;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Apfel;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Karotte;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Mango;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Pfirsich;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsche;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsch-Banane;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Schwarze Johannisbeere;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Orange;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Passionsfrucht;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Rhabarber;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Keine davon
584;f;58;5;Berlin;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;0;0;1;0;Ein Mal pro Woche;1;0;0;0;0;1;0;1;0;1;0
585;m;40;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;0;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
586;m;59;6;Brandenburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;0;0;1;1;1;0;Alle 2-3 Tage;1;1;0;1;0;0;0;1;0;0;0
587;f;42;4;Bayern;Sonstige;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;0;0;1;0;1;0;0;1;1;0;0
588;f;52;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;0;1;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
589;m;26;4;Bayern;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;0;0;Alle 2-3 Tage;1;0;1;0;0;0;1;1;1;0;0
590;f;18;7;Sachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;<1000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;0;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
591;m;29;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Wochen;1;0;0;1;1;0;0;1;0;0;0
592;f;28;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;0;1;0;0;1;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
593;m;46;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;1;0;1;0;Ein Mal pro Woche;0;0;0;0;0;0;0;1;0;0;0
594;m;26;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;0;0;0;0;0;0;0;Ein Mal pro Woche;1;0;0;0;0;0;1;0;0;0;0
595;f;25;6;Mecklenburg-Vorpommern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;0;1;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
596;m;18;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;0;0;0;0;0;1;0;Ein Mal am Tag;1;0;1;1;1;1;0;1;1;0;0
597;f;37;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;0;1;1;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
598;m;50;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
599;f;59;2;Nordrhein-Westfalen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;1;1;0;1;0;Alle 2-3 Tage;0;1;1;1;1;1;1;1;1;1;0
600;f;25;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;4000€ bis 5000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;0;1;1;0;1;1;0;Alle 2-3 Tage;1;1;1;1;1;1;1;1;1;1;0
601;m;26;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;0;0;1;0;1;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
602;m;46;6;Mecklenburg-Vorpommern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;0;1;1;1;1;0;1;1;0;0
603;m;43;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;3000€ bis 4000€;Single / Ledig;Universitärer Abschluss;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;0;1;0;0;0
604;f;49;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;0;DEU;0;1;0;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
605;m;26;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Ein Mal am Tag;0;0;0;1;0;0;0;0;0;0;0
606;m;19;1;Hamburg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;1;1;0;1;0;1;0;0;1;0
607;m;32;1;Bremen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;1;1;1;1;1;1;1;1;1;0
608;f;45;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;0;0;0;1;0;Mehrmals am Tag;0;0;1;1;0;1;1;0;0;1;0
609;f;39;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;0;1;1;0;Alle 2-3 Wochen;1;1;1;1;1;1;1;1;1;1;0
610;m;33;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Tage;1;0;1;0;0;1;0;1;1;0;0
611;m;57;3a;Hessen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;0;1;0;1;0;0;0;Ein Mal pro Woche;0;0;1;0;0;1;0;1;0;0;0
612;m;18;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;0;1;0;0;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;1;1;1;0;0
613;m;59;6;Brandenburg;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;1;0;0;0;1;0;Ein Mal am Tag;1;0;1;0;0;1;0;1;0;0;0
614;f;38;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;1;1;1;1;1;0
615;m;57;2;Nordrhein-Westfalen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;0;0;1;1;0;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
616;m;32;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
617;f;37;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;0;1;0;1;1;1;1;0;0;0
618;m;20;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;1;DEU;1;0;1;1;1;1;1;0;Mehrmals am Tag;0;0;0;1;0;0;0;0;0;0;0
619;f;28;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;0;0;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
620;f;50;6;Sachsen-Anhalt;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;0;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
621;m;50;1;Hamburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;1;0;1;0;Ein Mal am Tag;1;0;0;0;0;0;1;1;0;1;0
622;f;31;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;0;0;1;1;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
623;f;30;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;0;1;0;1;1;1;1;0;0
624;f;60;6;Mecklenburg-Vorpommern;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;1;0;0;0;1;0;Alle 2-3 Wochen;0;0;1;1;1;0;0;1;1;0;0
625;m;18;4;Bayern;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;1;1;0;1;0;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
626;m;37;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;3000€ bis 4000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;0;0;0;0;0;0;0;Alle 2-3 Tage;0;0;0;0;0;0;0;1;0;0;0
627;m;28;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;0;0;0;0;1;0;0;Alle 2-3 Tage;0;0;1;1;0;0;1;0;0;0;0
628;f;18;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;0;1;0;1;1;1;0;Ein Mal pro Woche;1;0;0;1;1;0;0;1;0;0;0
629;f;45;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;0;1;1;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
630;f;45;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Tage;1;0;1;0;1;0;0;1;1;0;0
631;f;27;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;0;0;0;1;0;1;1;0;0
632;m;50;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;0;1;0;0;Ein Mal am Tag;1;0;1;1;0;1;1;0;0;0;0
633;f;37;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;0;0;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
634;m;56;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;0;0;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
635;m;61;5;Berlin;in Rente;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;1;0;0;1;1;0;0;Alle 2-3 Tage;1;0;0;1;1;0;0;1;0;0;0
636;m;25;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;>5000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
637;f;19;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;0;0;0;0;1;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
638;m;53;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
639;m;30;6;Mecklenburg-Vorpommern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;0;0;1;1;0;1;0;1;0;0;0
640;m;27;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;0;1;0;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
641;m;36;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;1;1;0;0;0;1;0;0;0
642;f;60;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;0;0;1;0;0;0;Ein Mal am Tag;0;0;0;0;0;0;1;1;0;1;0
643;m;60;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;0;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
644;f;35;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;0;1;0;0;Alle 2-3 Wochen;1;0;1;1;1;0;0;1;1;1;0
645;m;35;1;Schleswig-Holstein;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
646;m;52;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;0;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
647;m;45;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Tage;1;1;1;1;0;1;1;1;0;0;0
648;m;29;2;Nordrhein-Westfalen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Ein Mal pro Woche;1;1;1;1;1;1;1;1;1;1;0
649;m;57;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;0;0;1;1;0;0;Ein Mal pro Woche;0;0;0;1;0;0;0;1;0;0;0
650;m;21;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
651;m;55;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;1;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
652;m;60;3a;Hessen;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;0;1;0;0;1;0;Ein Mal am Tag;1;1;1;1;1;1;1;1;0;1;0
653;f;48;6;Brandenburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
654;m;57;3a;Saarland;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Tage;1;0;1;1;0;0;1;0;1;1;0
655;f;32;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Universitärer Abschluss;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Ein Mal am Tag;1;0;0;1;1;1;1;1;0;0;0
656;f;36;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
657;m;55;2;Nordrhein-Westfalen;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
658;f;50;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;1;0;Ein Mal am Tag;1;0;1;0;1;1;1;1;0;1;0
659;f;52;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;0;1;0;0;0;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
660;f;55;2;Nordrhein-Westfalen;Sonstige;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Universitärer Abschluss;Ohne Abschluss;1;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
661;m;25;4;Bayern;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;Universitärer Abschluss;Ohne Abschluss;0;DEU;0;1;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
662;m;46;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;1;1;1;1;0
663;m;49;2;Nordrhein-Westfalen;in Rente;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;1;1;0;1;0;0;0;Ein Mal pro Woche;0;1;0;1;0;0;0;1;0;0;0
664;f;48;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;1;1;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
665;m;55;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;0;0;1;0;0;0;Ein Mal pro Woche;1;0;1;0;0;1;0;0;0;0;0
666;m;17;1;Bremen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Ohne Abschluss;1;DEU;1;1;1;0;0;1;1;0;Mehrmals am Tag;1;0;0;1;1;1;1;1;0;0;0
667;m;58;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;1;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
668;f;56;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
669;f;41;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;0;1;0;1;0;0;0;Ein Mal pro Woche;1;0;0;0;1;0;0;1;0;0;0
